SCAPS 3.3.11 ELIS-UGent: Version scaps3311.exe, dated 07-10-2023, 11:15:54
Simulation of I-V curves
Single shot simulation #	1
Calculation started : 	18-11-2023 at 21:43:28

problem definition file :	c:\Program Files (x86)\Scaps3311\def\CdTeSe.def
last saved: 	18-11-2023 at 18:11:51

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Program Files (x86)\Scaps3311\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 14:59:48
Neutral density filter: ND	  0.0000
Transmission of ND filter:	  1.0000e+00
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	  100.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)
   1.040000	   -1.96449344e+01	        5.10087928e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    4.98442778e+00	    1.16451498e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.050000	   -1.81038109e+01	        6.64200279e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    6.52376844e+00	    1.18234359e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.060000	   -1.61430506e+01	        8.60276304e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    8.48276293e+00	    1.20000105e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.070000	   -1.36971748e+01	        1.10486388e+01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    1.09268924e+01	    1.21746402e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.080000	   -1.07097892e+01	        1.40360243e+01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    1.39125523e+01	    1.23472021e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.090000	   -7.13878026e+00	        1.76070332e+01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    1.74818563e+01	    1.25176860e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.100000	   -2.96002404e+00	        2.17857893e+01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.16589275e+01	    1.26861801e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.110000	    1.83061882e+00	        2.65764321e+01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.64479037e+01	    1.28528448e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00

solar cell parameters deduced from calculated IV-curve:
Voc =	    1.106327	Volt
Jsc =	   24.43447818	mA/cm2
FF =	   85.4985	%
eta =	   23.1124	%
V_MPP =	    0.980322	Volt
J_MPP =	   23.57634259	mA/cm2



SCAPS 3.3.11 ELIS-UGent: Version scaps3311.exe, dated 07-10-2023, 11:15:54
Simulation of I-V curves
Single shot simulation #	4
Calculation started : 	18-11-2023 at 21:45:20

problem definition file :	c:\Program Files (x86)\Scaps3311\def\CdTeSe.def
last saved: 	18-11-2023 at 18:11:51

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Program Files (x86)\Scaps3311\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 14:59:48
Neutral density filter: ND	  0.0000
Transmission of ND filter:	  1.0000e+00
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	  100.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)

   0.000000	   -2.34020216e+01	        5.37544190e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74627511e-01	    6.29166793e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.010000	   -2.34019501e+01	        5.37615750e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74654405e-01	    6.29613444e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.020000	   -2.34018784e+01	        5.37687453e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74681024e-01	    6.30064290e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.030000	   -2.34018065e+01	        5.37759375e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74707383e-01	    6.30519915e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.040000	   -2.34017343e+01	        5.37831539e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74733498e-01	    6.30980415e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.050000	   -2.34016619e+01	        5.37903972e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74759384e-01	    6.31445880e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.060000	   -2.34015891e+01	        5.37976699e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74785059e-01	    6.31916399e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.070000	   -2.34015161e+01	        5.38049746e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74810539e-01	    6.32392071e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.080000	   -2.34014427e+01	        5.38123142e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74835843e-01	    6.32872997e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.090000	   -2.34013689e+01	        5.38196915e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74860987e-01	    6.33359285e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.100000	   -2.34012947e+01	        5.38271094e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74885989e-01	    6.33851050e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.110000	   -2.34012201e+01	        5.38345708e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74910867e-01	    6.34348411e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.120000	   -2.34011450e+01	        5.38420789e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74935639e-01	    6.34851497e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.130000	   -2.34010695e+01	        5.38496368e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74960323e-01	    6.35360445e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.140000	   -2.34009934e+01	        5.38572477e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.74984937e-01	    6.35875399e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.150000	   -2.34009167e+01	        5.38649151e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75009500e-01	    6.36396512e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.160000	   -2.34008394e+01	        5.38726424e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75034030e-01	    6.36923948e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.170000	   -2.34007615e+01	        5.38804333e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75058544e-01	    6.37457881e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.180000	   -2.34006829e+01	        5.38882913e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75083063e-01	    6.37998497e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.190000	   -2.34006036e+01	        5.38962204e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75107605e-01	    6.38545995e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.200000	   -2.34005236e+01	        5.39042247e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75132188e-01	    6.39100585e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.210000	   -2.34004428e+01	        5.39123082e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75156832e-01	    6.39662493e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.220000	   -2.34003611e+01	        5.39204753e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75181557e-01	    6.40231961e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.230000	   -2.34002785e+01	        5.39287307e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75206382e-01	    6.40809249e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.240000	   -2.34001950e+01	        5.39370791e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75231328e-01	    6.41394633e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.250000	   -2.34001106e+01	        5.39455256e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75256415e-01	    6.41988412e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.260000	   -2.34000251e+01	        5.39540756e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75281665e-01	    6.42590907e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.270000	   -2.33999385e+01	        5.39627345e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75307099e-01	    6.43202462e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.280000	   -2.33998507e+01	        5.39715086e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75332741e-01	    6.43823450e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.290000	   -2.33997618e+01	        5.39804040e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75358613e-01	    6.44454272e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.300000	   -2.33996716e+01	        5.39894277e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75384740e-01	    6.45095365e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.310000	   -2.33995800e+01	        5.39985868e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75411148e-01	    6.45747199e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.320000	   -2.33994869e+01	        5.40078893e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75437864e-01	    6.46410288e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.330000	   -2.33993924e+01	        5.40173435e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75464916e-01	    6.47085191e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.340000	   -2.33992962e+01	        5.40269586e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75492335e-01	    6.47772518e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.350000	   -2.33991984e+01	        5.40367446e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75520152e-01	    6.48472937e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.360000	   -2.33990987e+01	        5.40467120e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75548402e-01	    6.49187182e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.370000	   -2.33989971e+01	        5.40568729e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75577123e-01	    6.49916062e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.380000	   -2.33988934e+01	        5.40672401e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75606354e-01	    6.50660469e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.390000	   -2.33987876e+01	        5.40778280e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75636141e-01	    6.51421393e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.400000	   -2.33986793e+01	        5.40886523e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75666529e-01	    6.52199936e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.410000	   -2.33985685e+01	        5.40997307e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75697574e-01	    6.52997328e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.420000	   -2.33984550e+01	        5.41110828e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75729333e-01	    6.53814947e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.430000	   -2.33983385e+01	        5.41227306e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75761872e-01	    6.54654345e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.440000	   -2.33982188e+01	        5.41346992e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75795264e-01	    6.55517275e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.450000	   -2.33980957e+01	        5.41470166e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75829594e-01	    6.56405726e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.460000	   -2.33979687e+01	        5.41597150e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75864954e-01	    6.57321964e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.470000	   -2.33978375e+01	        5.41728311e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75901453e-01	    6.58268582e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.480000	   -2.33977018e+01	        5.41864070e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75939215e-01	    6.59248557e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.490000	   -2.33975609e+01	        5.42004916e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.75978384e-01	    6.60265321e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.500000	   -2.33974144e+01	        5.42151411e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76019127e-01	    6.61322844e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.510000	   -2.33972616e+01	        5.42304214e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76061641e-01	    6.62425733e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.520000	   -2.33971017e+01	        5.42464093e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76106158e-01	    6.63579346e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.530000	   -2.33969342e+01	        5.42631658e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76152972e-01	    6.64786867e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.540000	   -2.33967573e+01	        5.42808543e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76202372e-01	    6.66061708e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.550000	   -2.33965701e+01	        5.42995704e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76254770e-01	    6.67409339e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.560000	   -2.33963712e+01	        5.43194600e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76310635e-01	    6.68839651e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.570000	   -2.33961589e+01	        5.43406955e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76370536e-01	    6.70364189e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.580000	   -2.33959310e+01	        5.43634794e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76435160e-01	    6.71996340e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.590000	   -2.33956853e+01	        5.43880496e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76505340e-01	    6.73751563e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.600000	   -2.33954190e+01	        5.44146843e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76582084e-01	    6.75647589e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.610000	   -2.33951288e+01	        5.44437081e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76666621e-01	    6.77704594e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.620000	   -2.33948109e+01	        5.44754972e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76760442e-01	    6.79945308e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.630000	   -2.33944610e+01	        5.45104859e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76865355e-01	    6.82395033e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.640000	   -2.33940741e+01	        5.45491716e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.76983561e-01	    6.85081552e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.650000	   -2.33936446e+01	        5.45921215e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.77117726e-01	    6.88034892e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.660000	   -2.33931661e+01	        5.46399780e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.77271086e-01	    6.91286939e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.670000	   -2.33926312e+01	        5.46934653e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.77447563e-01	    6.94870900e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.680000	   -2.33920319e+01	        5.47533979e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.77651916e-01	    6.98820634e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.690000	   -2.33913589e+01	        5.48206914e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.77889924e-01	    7.03169904e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.700000	   -2.33906021e+01	        5.48963775e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.78168617e-01	    7.07951572e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.710000	   -2.33897496e+01	        5.49816260e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.78496576e-01	    7.13196840e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.720000	   -2.33887881e+01	        5.50777761e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.78884306e-01	    7.18934555e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.730000	   -2.33877020e+01	        5.51863795e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.79344731e-01	    7.25190641e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.740000	   -2.33864732e+01	        5.53092604e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.79893836e-01	    7.31987680e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.750000	   -2.33850799e+01	        5.54485962e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.80551498e-01	    7.39344640e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.760000	   -2.33834956e+01	        5.56070265e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.81342591e-01	    7.47276735e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.770000	   -2.33816879e+01	        5.57877982e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.82298443e-01	    7.55795393e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.780000	   -2.33796162e+01	        5.59949595e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.83458764e-01	    7.64908306e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.790000	   -2.33772297e+01	        5.62336180e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.84874228e-01	    7.74619514e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.800000	   -2.33744630e+01	        5.65102880e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.86609928e-01	    7.84929525e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.810000	   -2.33712323e+01	        5.68333573e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.88750030e-01	    7.95835431e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.820000	   -2.33674287e+01	        5.72137177e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.91404074e-01	    8.07331032e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.830000	   -2.33629096e+01	        5.76656230e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.94715535e-01	    8.19406947e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.840000	   -2.33574873e+01	        5.82078574e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    4.98873501e-01	    8.32050731e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.850000	   -2.33509125e+01	        5.88653380e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    5.04128680e-01	    8.45246995e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.860000	   -2.33428527e+01	        5.96713156e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    5.10815402e-01	    8.58977535e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.870000	   -2.33328617e+01	        6.06704107e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    5.19381960e-01	    8.73221475e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.880000	   -2.33203377e+01	        6.19228105e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    5.30432562e-01	    8.87955429e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.890000	   -2.33044650e+01	        6.35100817e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    5.44785449e-01	    9.03153680e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.900000	   -2.32841335e+01	        6.55432344e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    5.63553506e-01	    9.18788380e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.910000	   -2.32578267e+01	        6.81739086e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    5.88256111e-01	    9.34829751e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.920000	   -2.32234670e+01	        7.16098785e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    6.20974155e-01	    9.51246298e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.930000	   -2.31782010e+01	        7.61364871e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    6.64564370e-01	    9.68005012e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.940000	   -2.31181045e+01	        8.21461362e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    7.22954207e-01	    9.85071544e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.950000	   -2.30377804e+01	        9.01785427e-01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    8.01544391e-01	    1.00241035e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.960000	   -2.29298155e+01	        1.00975037e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    9.07751886e-01	    1.01998480e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.970000	   -2.27840609e+01	        1.15550489e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    1.05172917e+00	    1.03775717e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.980000	   -2.25867050e+01	        1.35286082e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    1.24729196e+00	    1.05568864e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.990000	   -2.23191231e+01	        1.62044272e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    1.51306881e+00	    1.07373918e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.000000	   -2.19565381e+01	        1.98302772e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    1.87384097e+00	    1.09186744e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.010000	   -2.14666078e+01	        2.47295800e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    2.36195492e+00	    1.11003077e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.020000	   -2.08081907e+01	        3.13137508e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    3.01855654e+00	    1.12818544e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.030000	   -1.99307053e+01	        4.00886046e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    3.89423172e+00	    1.14628737e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.040000	   -1.87746255e+01	        5.16494026e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    5.04851091e+00	    1.16429353e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.050000	   -1.72736231e+01	        6.66594261e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    6.54772619e+00	    1.18216417e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.060000	   -1.53585612e+01	        8.58100450e+00	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    8.46101793e+00	    1.19986570e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.070000	   -1.29629747e+01	        1.09765910e+01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    1.08548536e+01	    1.21737348e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.080000	   -1.00291086e+01	        1.39104569e+01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    1.37869896e+01	    1.23467388e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.090000	   -6.51335588e+00	        1.74262097e+01	    2.39400642e+01	    0.00000000e+00	    0.00000000e+00	    1.73010332e+01	    1.25176462e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
